2017-10-06 15:01:13,776 INFO [91387260]            BasicBook.java:427  | 1 sheet in /Users/stephenn/Documents/workspace/nlsomr/working/91387260.jpg
2017-10-06 15:01:13,948 INFO []            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:13,952 INFO []            BasicBook.java:1355 | Book stored as /Users/stephenn/Documents/workspace/nlsomr/xml_out/91386487/91387260/91387260.omr
2017-10-06 15:01:13,958 INFO []            BasicBook.java:996  | Book reaching PAGE on sheets:[#1]
2017-10-06 15:01:13,959 INFO [91387260]       StepMonitoring.java:96   | LOAD
2017-10-06 15:01:14,108 INFO [91387260]            BasicBook.java:911  | Loaded image 1 2000x3056 from /Users/stephenn/Documents/workspace/nlsomr/working/91387260.jpg
2017-10-06 15:01:14,112 INFO [91387260]            ImageUtil.java:82   | Converting max RGB to gray ...
2017-10-06 15:01:14,356 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:14,686 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:14,688 INFO [91387260]       StepMonitoring.java:96   | BINARY
2017-10-06 15:01:15,271 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:15,627 INFO [91387260]              Picture.java:786  | Stored /sheet#1/BINARY.xml
2017-10-06 15:01:15,629 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:15,631 INFO [91387260]       StepMonitoring.java:96   | SCALE
2017-10-06 15:01:15,673 INFO [91387260]            ScaleStep.java:87   | Scale{line(3,4,5) interline(16,16,17) beam(13)}
2017-10-06 15:01:15,676 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:15,678 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:15,680 INFO [91387260]       StepMonitoring.java:96   | GRID
2017-10-06 15:01:16,655 INFO [91387260]       LinesRetriever.java:442  | Global slope: -0.00465
2017-10-06 15:01:16,753 INFO [91387260]    ClustersRetriever.java:241  | Retrieved line clusters: 12 of size: 5 with interline: (16,16,17)
2017-10-06 15:01:17,330 INFO [91387260]            PeakGraph.java:181  | Systems: #1[1, 2] #2[3, 4] #3[5, 6] #4[7, 8] #5[9, 10] #6[11, 12]
2017-10-06 15:01:17,427 INFO [91387260]        BarsRetriever.java:910  | No brace partner at level:1 for Peak{205-218 F#2463 T#1 [BRACE]}
2017-10-06 15:01:17,428 INFO [91387260]        BarsRetriever.java:910  | No brace partner at level:1 for Peak{293-312 F#2465 T#2 [BRACE, BRACE_BOTTOM]}
2017-10-06 15:01:18,311 INFO [91387260]        SystemManager.java:626  | Indentation detected for system#1
2017-10-06 15:01:18,312 INFO [91387260]        SystemManager.java:626  | Indentation detected for system#5
2017-10-06 15:01:18,313 INFO [91387260]        SystemManager.java:671  | 2 pages found in sheet
2017-10-06 15:01:18,313 INFO [91387260]        SystemManager.java:709  | Page #1: 2 parts along 4 systems
2017-10-06 15:01:18,313 INFO [91387260]        SystemManager.java:709  | Page #2: 1 part along 2 systems
2017-10-06 15:01:18,321 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:18,672 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:18,677 INFO [91387260]       StepMonitoring.java:96   | HEADERS
2017-10-06 15:01:19,056 INFO [91387260]          Nd4jBackend.java:194  | Loaded [CpuBackend] backend
2017-10-06 15:01:19,110 INFO [91387260]      NativeOpsHolder.java:49   | Number of threads used for NativeOps: 2
2017-10-06 15:01:19,565 INFO [91387260] DefaultOpExecutioner.java:544  | Backend used: [CPU]; OS: [Mac OS X]
2017-10-06 15:01:19,566 INFO [91387260] DefaultOpExecutioner.java:545  | Cores: [4]; Memory: [3.6GB];
2017-10-06 15:01:19,566 INFO [91387260] DefaultOpExecutioner.java:546  | Blas vendor: [OPENBLAS]
2017-10-06 15:01:19,623 INFO [91387260]   AbstractClassifier.java:332  | Classifier data loaded from default uri jar:file:/Users/stephenn/Documents/workspace/audiveris/build/distributions/Audiveris/lib/audiveris.jar!/res/basic-classifier.zip
2017-10-06 15:01:21,515 WARN [91387260]          ClefBuilder.java:560  | Staff#2 no header clef.
2017-10-06 15:01:23,028 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:23,157 INFO []   AbstractClassifier.java:332  | Classifier data loaded from default uri jar:file:/Users/stephenn/Documents/workspace/audiveris/build/distributions/Audiveris/lib/audiveris.jar!/res/deep-classifier.zip
2017-10-06 15:01:23,354 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:23,356 INFO [91387260]       StepMonitoring.java:96   | STEM_SEEDS
2017-10-06 15:01:23,454 INFO [91387260]        StemSeedsStep.java:91   | stem(4 max:5)
2017-10-06 15:01:23,564 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:24,071 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:24,073 INFO [91387260]       StepMonitoring.java:96   | BEAMS
2017-10-06 15:01:28,776 INFO [91387260]            BeamsStep.java:89   | BeamDistance{count:7 mean:14.33 stdDev:0.44}
2017-10-06 15:01:28,780 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:28,829 INFO [91387260]              Picture.java:786  | Stored /sheet#1/HEAD_SPOTS.xml
2017-10-06 15:01:29,218 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:29,221 INFO [91387260]       StepMonitoring.java:96   | LEDGERS
2017-10-06 15:01:30,208 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:30,763 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:30,765 INFO [91387260]       StepMonitoring.java:96   | HEADS
2017-10-06 15:01:33,736 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:34,724 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:34,727 INFO [91387260]       StepMonitoring.java:96   | STEMS
2017-10-06 15:01:37,505 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:38,900 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:38,904 INFO [91387260]       StepMonitoring.java:96   | REDUCTION
2017-10-06 15:01:40,305 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:41,278 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:41,280 INFO [91387260]       StepMonitoring.java:96   | CUE_BEAMS
2017-10-06 15:01:41,289 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:42,224 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:42,226 INFO [91387260]       StepMonitoring.java:96   | TEXTS
2017-10-06 15:01:44,310 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:45,247 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:45,253 INFO [91387260]       StepMonitoring.java:96   | MEASURES
2017-10-06 15:01:45,258 INFO [91387260]                 Page.java:210  | 12 raw measures: [3 in system#1, 3 in system#2, 3 in system#3, 3 in system#4]
2017-10-06 15:01:45,258 INFO [91387260]                 Page.java:210  | 9 raw measures: [4 in system#5, 5 in system#6]
2017-10-06 15:01:45,259 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:46,184 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:46,186 INFO [91387260]       StepMonitoring.java:96   | CHORDS
2017-10-06 15:01:46,204 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:47,168 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:47,170 INFO [91387260]       StepMonitoring.java:96   | CURVES
2017-10-06 15:01:49,145 INFO [91387260]         SlursBuilder.java:762  | RIGHT collision SlurInter{#6959(0.534)} & SlurInter{#7046(0.342)} @ HeadInter{#3097(0.603/0.783) e#6607 s:4 p:5.00 NOTEHEAD_VOID}
2017-10-06 15:01:49,146 INFO [91387260]         SlursBuilder.java:762  | RIGHT collision SlurInter{#7046(0.342)} & SlurInter{#6959(0.534)} @ HeadInter{#3097(0.603/0.783) e#6607 s:4 p:5.00 NOTEHEAD_VOID}
2017-10-06 15:01:49,147 INFO [91387260]         SlursBuilder.java:762  | RIGHT collision SlurInter{#6851(0.613)} & SlurInter{#6868(0.444)} @ HeadInter{#4130(0.575/0.851) e#6670 s:7 p:4.00 NOTEHEAD_BLACK}
2017-10-06 15:01:49,151 INFO [91387260]         SlursBuilder.java:762  | RIGHT collision SlurInter{#6868(0.444)} & SlurInter{#6851(0.613)} @ HeadInter{#4130(0.575/0.851) e#6670 s:7 p:4.00 NOTEHEAD_BLACK}
2017-10-06 15:01:49,153 INFO [91387260]         SlursBuilder.java:157  | Slurs: 28
2017-10-06 15:01:49,193 INFO [91387260]      SegmentsBuilder.java:113  | Segments: 22
2017-10-06 15:01:49,201 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:49,882 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:49,884 INFO [91387260]       StepMonitoring.java:96   | SYMBOLS
2017-10-06 15:01:51,273 INFO [91387260]       SymbolsBuilder.java:340  | Symbol parts shrunk from 9 to 7
2017-10-06 15:01:54,424 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:55,260 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:55,262 INFO [91387260]       StepMonitoring.java:96   | LINKS
2017-10-06 15:01:55,265 INFO [91387260]        SymbolsLinker.java:252  | No chord above PedalInter{#8125(0.799) PEDAL_UP_MARK}
2017-10-06 15:01:55,266 INFO [91387260]        SymbolsLinker.java:252  | No chord above PedalInter{#8142(0.799) PEDAL_UP_MARK}
2017-10-06 15:01:55,309 INFO [91387260]        SymbolsLinker.java:306  | No measure stack for direction SentenceInter{#6537(0.545) s:9 S-39 Direction} J 100.
2017-10-06 15:01:55,334 INFO [91387260]            BasicBook.java:1395 | Stored /book.xml
2017-10-06 15:01:56,196 INFO [91387260]           BasicSheet.java:979  | Stored /sheet#1/sheet#1.xml
2017-10-06 15:01:56,199 INFO [91387260]       StepMonitoring.java:96   | RHYTHMS
2017-10-06 15:01:56,254 INFO [91387260]           PageRhythm.java:314  | Range{1-12} Durations avgGuess:1 topGuess:1 avgValue:0.93 stacks:12 voices:38 Histogram{7/16-5/4 size:7 [7/16=1 1/2=4 3/4=3 13/16=2 1=25 9/8=1 5/4=2]}
2017-10-06 15:01:56,255 INFO [91387260]           PageRhythm.java:221  | S1 Range{1-12 dur:1} should update to 1-based time sig?
2017-10-06 15:01:56,268 INFO [91387260]                Voice.java:257  | S2 MeasureStack#6 Voice #1 too long 1/4
2017-10-06 15:01:56,268 INFO [91387260]                Voice.java:257  | S2 MeasureStack#6 Voice #2 too long 1/4
2017-10-06 15:01:56,269 INFO [91387260]                Voice.java:257  | S2 MeasureStack#6 Voice #3 too long 1/8
2017-10-06 15:01:56,270 INFO [91387260]           StackTuner.java:92   | S2 MeasureStack#6 no correct rhythm
2017-10-06 15:01:56,272 INFO [91387260]         SlotsBuilder.java:427  | S3 MeasureStack#7 Slot{#8 xOffset=513 timeOffset=3/4 incomings=[#6656] SUSPICIOUS}
2017-10-06 15:01:56,273 INFO [91387260]         SlotsBuilder.java:427  | S3 MeasureStack#7 Slot{#10 xOffset=571 timeOffset=7/8 incomings=[#6657] SUSPICIOUS}
2017-10-06 15:01:56,274 INFO [91387260]                Voice.java:257  | S3 MeasureStack#7 Voice #4 too long 1/16
2017-10-06 15:01:56,274 INFO [91387260]           StackTuner.java:92   | S3 MeasureStack#7 no correct rhythm
2017-10-06 15:01:56,282 INFO [91387260]         SlotsBuilder.java:427  | S4 MeasureStack#11 Slot{#5 xOffset=244 timeOffset=7/16 incomings=[#6700] SUSPICIOUS}
2017-10-06 15:01:56,283 INFO [91387260]         SlotsBuilder.java:427  | S4 MeasureStack#11 Slot{#7 xOffset=296 timeOffset=9/16 incomings=[#6701] SUSPICIOUS}
2017-10-06 15:01:56,283 INFO [91387260]         SlotsBuilder.java:427  | S4 MeasureStack#11 Slot{#9 xOffset=357 timeOffset=11/16 incomings=[#6702] SUSPICIOUS}
2017-10-06 15:01:56,284 INFO [91387260]         SlotsBuilder.java:427  | S4 MeasureStack#11 Slot{#11 xOffset=418 timeOffset=13/16 incomings=[#6703] SUSPICIOUS}
2017-10-06 15:01:56,285 INFO [91387260]         SlotsBuilder.java:427  | S4 MeasureStack#11 Slot{#13 xOffset=500 timeOffset=15/16 incomings=[#6704] SUSPICIOUS}
2017-10-06 15:01:56,285 INFO [91387260]                Voice.java:257  | S4 MeasureStack#11 Voice #3 too long 1/16
2017-10-06 15:01:56,285 INFO [91387260]           StackTuner.java:92   | S4 MeasureStack#11 no correct rhythm
2017-10-06 15:01:56,289 INFO [91387260]         SlotsBuilder.java:434  | Stack#1 endless loop detected
2017-10-06 15:01:56,290 INFO [91387260]         SlotsBuilder.java:434  | Stack#2 endless loop detected
2017-10-06 15:01:56,292 INFO [91387260]         SlotsBuilder.java:434  | Stack#3 endless loop detected
2017-10-06 15:01:56,299 INFO [91387260]           PageRhythm.java:314  | Range{1-9 ts:4/4} Durations avgGuess:3/4 topGuess:1/2 avgValue:0.77 stacks:9 voices:23 Histogram{1/4-9/8 size:6 [1/4=3 3/8=3 1/2=6 3/4=4 1=6 9/8=1]}
2017-10-06 15:01:56,300 INFO [91387260]           PageRhythm.java:221  | S5 Range{1-9 ts:4/4 dur:3/4} should update to 3/4-based time sig?
2017-10-06 15:01:56,301 INFO [91387260]         SlotsBuilder.java:434  | Stack#1 endless loop detected
2017-10-06 15:01:56,304 INFO [91387260]         SlotsBuilder.java:434  | Stack#2 endless loop detected
